CustomerID,LastPurchaseDate,RecencyDays,Churn
13341,26-12-2020,4,0
13342,05-12-2020,25,0
13343,22-12-2020,8,0
13344,18-11-2020,42,0
13345,14-12-2020,16,0
13346,12-10-2020,79,0
13347,07-09-2020,114,1
13348,30-12-2020,0,0
13349,13-12-2020,17,0
13350,20-12-2020,10,0
13351,22-07-2020,161,1
13352,13-11-2020,47,0
13353,29-12-2020,1,0
13354,10-12-2020,20,0
13355,27-10-2020,64,0
13356,03-12-2020,27,0
13357,04-12-2020,26,0
13358,09-12-2020,21,0
13359,15-12-2020,15,0
13360,29-11-2020,31,0
13361,09-10-2020,82,0
13362,28-11-2020,32,0
13363,12-12-2020,18,0
13364,29-12-2020,1,0
13365,27-12-2020,3,0
13366,30-12-2020,0,0
13367,02-12-2020,28,0
13368,13-12-2020,17,0
13369,26-12-2020,4,0
13370,30-12-2020,0,0
13371,28-12-2020,2,0
13372,15-12-2020,15,0
13373,22-12-2020,8,0
13374,16-11-2020,44,0
13375,15-12-2020,15,0
13376,29-12-2020,1,0
13377,25-12-2020,5,0
13378,05-12-2020,25,0
13379,29-12-2020,1,0
13380,21-12-2020,9,0
13381,08-11-2020,52,0
13382,30-12-2020,0,0
13383,27-12-2020,3,0
13384,22-12-2020,8,0
13385,25-12-2020,5,0
13386,30-12-2020,0,0
13387,14-10-2020,77,0
13388,24-12-2020,6,0
13389,17-11-2020,43,0
13390,30-12-2020,0,0
13391,30-12-2020,0,0
13392,18-04-2020,256,1
13393,09-12-2020,21,0
13394,25-12-2020,5,0
13395,18-12-2020,12,0
13396,10-12-2020,20,0
13397,08-12-2020,22,0
13398,23-11-2020,37,0
13399,07-12-2020,23,0
13400,27-12-2020,3,0
13401,06-12-2020,24,0
13402,28-07-2020,155,1
13403,05-12-2020,25,0
13404,26-12-2020,4,0
13405,14-12-2020,16,0
13406,15-12-2020,15,0
13407,21-12-2020,9,0
13408,21-12-2020,9,0
13409,04-11-2020,56,0
13410,13-12-2020,17,0
13411,13-11-2020,47,0
13412,26-12-2020,4,0
13413,17-11-2020,43,0
13414,28-11-2020,32,0
13415,13-12-2020,17,0
13416,19-12-2020,11,0
13417,05-12-2020,25,0
13418,13-10-2020,78,0
13419,24-12-2020,6,0
13420,05-12-2020,25,0
13421,27-12-2020,3,0
13422,29-11-2020,31,0
13423,25-12-2020,5,0
13424,18-12-2020,12,0
13425,23-12-2020,7,0
13426,15-12-2020,15,0
13427,20-11-2020,40,0
13428,22-12-2020,8,0
13429,30-12-2020,0,0
13430,19-12-2020,11,0
13431,21-12-2020,9,0
13432,28-12-2020,2,0
13433,21-11-2020,39,0
13434,17-12-2020,13,0
13435,29-12-2020,1,0
13436,11-12-2020,19,0
13437,27-12-2020,3,0
13438,10-12-2020,20,0
13439,29-12-2020,1,0
13440,28-12-2020,2,0
13441,19-12-2020,11,0
13442,13-12-2020,17,0
13443,19-12-2020,11,0
13444,30-12-2020,0,0
13445,18-12-2020,12,0
13446,01-12-2020,29,0
13447,29-12-2020,1,0
13448,09-11-2020,51,0
13449,14-12-2020,16,0
13450,18-12-2020,12,0
13451,14-12-2020,16,0
13452,26-12-2020,4,0
13453,27-12-2020,3,0
13454,22-12-2020,8,0
13455,28-12-2020,2,0
13456,24-12-2020,6,0
13457,27-12-2020,3,0
13458,14-12-2020,16,0
13459,18-12-2020,12,0
13460,19-12-2020,11,0
13461,30-11-2020,30,0
13462,17-11-2020,43,0
13463,12-12-2020,18,0
13464,30-12-2020,0,0
13465,18-11-2020,42,0
13466,16-12-2020,14,0
13467,08-12-2020,22,0
13468,19-10-2020,72,0
13469,07-11-2020,53,0
13470,18-12-2020,12,0
13471,20-11-2020,40,0
13472,04-12-2020,26,0
13473,17-12-2020,13,0
13474,18-12-2020,12,0
13475,22-11-2020,38,0
13476,29-12-2020,1,0
13477,22-11-2020,38,0
13478,28-12-2020,2,0
13479,26-11-2020,34,0
13480,09-12-2020,21,0
13481,14-12-2020,16,0
13482,04-12-2020,26,0
13483,21-12-2020,9,0
13484,30-12-2020,0,0
13485,09-12-2020,21,0
13486,03-11-2020,57,0
13487,27-12-2020,3,0
13488,18-12-2020,12,0
13489,28-12-2020,2,0
13490,22-12-2020,8,0
13491,08-12-2020,22,0
13492,27-11-2020,33,0
13493,19-12-2020,11,0
13494,22-12-2020,8,0
13495,20-12-2020,10,0
13496,09-11-2020,51,0
13497,10-12-2020,20,0
13498,22-11-2020,38,0
13499,28-12-2020,2,0
13500,18-12-2020,12,0
13501,20-12-2020,10,0
13502,29-12-2020,1,0
13503,29-12-2020,1,0
13504,29-12-2020,1,0
13505,14-12-2020,16,0
13506,07-12-2020,23,0
13507,12-12-2020,18,0
13508,01-11-2020,59,0
13509,19-12-2020,11,0
13510,20-11-2020,40,0
13511,15-12-2020,15,0
13512,18-12-2020,12,0
13513,13-12-2020,17,0
13514,12-12-2020,18,0
13515,07-10-2020,84,0
13516,29-12-2020,1,0
13517,24-12-2020,6,0
13518,23-12-2020,7,0
13519,13-12-2020,17,0
13520,29-12-2020,1,0
13521,21-10-2020,70,0
13522,18-12-2020,12,0
13523,29-12-2020,1,0
13524,30-12-2020,0,0
13525,22-12-2020,8,0
13526,28-12-2020,2,0
13527,30-12-2020,0,0
13528,17-11-2020,43,0
13529,24-11-2020,36,0
13530,25-12-2020,5,0
13531,10-10-2020,81,0
13532,20-11-2020,40,0
13533,20-11-2020,40,0
13534,20-12-2020,10,0
13535,29-12-2020,1,0
13536,14-12-2020,16,0
13537,19-12-2020,11,0
13538,28-12-2020,2,0
13539,10-11-2020,50,0
13540,13-12-2020,17,0
13541,20-11-2020,40,0
13542,20-12-2020,10,0
13543,05-12-2020,25,0
13544,19-12-2020,11,0
13545,29-12-2020,1,0
13546,30-12-2020,0,0
13547,03-12-2020,27,0
13548,25-11-2020,35,0
13549,08-12-2020,22,0
13550,19-12-2020,11,0
13551,30-12-2020,0,0
13552,30-12-2020,0,0
13553,16-12-2020,14,0
13554,28-12-2020,2,0
13555,04-12-2020,26,0
13556,10-11-2020,50,0
13557,13-12-2020,17,0
13558,30-12-2020,0,0
13559,19-12-2020,11,0
13560,17-12-2020,13,0
13561,28-12-2020,2,0
13562,26-12-2020,4,0
13563,21-10-2020,70,0
13564,20-11-2020,40,0
13565,16-12-2020,14,0
13566,17-11-2020,43,0
13567,25-10-2020,66,0
13568,18-09-2020,103,1
13569,06-12-2020,24,0
13570,21-12-2020,9,0
13571,14-11-2020,46,0
13572,02-11-2020,58,0
13573,20-12-2020,10,0
13574,15-12-2020,15,0
13575,23-10-2020,68,0
13576,18-11-2020,42,0
13577,30-12-2020,0,0
13578,06-10-2020,85,0
13579,25-10-2020,66,0
13580,23-12-2020,7,0
13581,17-12-2020,13,0
13582,28-12-2020,2,0
13583,26-12-2020,4,0
13584,30-11-2020,30,0
13585,17-12-2020,13,0
13586,20-12-2020,10,0
13587,09-12-2020,21,0
13588,22-12-2020,8,0
13589,27-11-2020,33,0
13590,27-12-2020,3,0
13591,16-12-2020,14,0
13592,21-12-2020,9,0
13593,05-12-2020,25,0
13594,25-12-2020,5,0
13595,12-12-2020,18,0
13596,12-12-2020,18,0
13597,09-12-2020,21,0
13598,11-09-2020,110,1
13599,04-12-2020,26,0
13600,24-11-2020,36,0
13601,17-11-2020,43,0
13602,30-11-2020,30,0
13603,27-12-2020,3,0
13604,15-11-2020,45,0
13605,19-11-2020,41,0
13606,19-11-2020,41,0
13607,25-12-2020,5,0
13608,27-11-2020,33,0
13609,16-12-2020,14,0
13610,23-11-2020,37,0
13611,03-10-2020,88,0
13612,25-12-2020,5,0
13613,10-09-2020,111,1
13614,24-12-2020,6,0
13615,12-12-2020,18,0
13616,20-12-2020,10,0
13617,20-12-2020,10,0
13618,24-12-2020,6,0
13619,16-12-2020,14,0
13620,19-12-2020,11,0
13621,02-11-2020,58,0
13622,21-12-2020,9,0
13623,13-12-2020,17,0
13624,27-12-2020,3,0
13625,06-08-2020,146,1
13626,22-11-2020,38,0
13627,22-12-2020,8,0
13628,24-12-2020,6,0
13629,26-12-2020,4,0
13630,13-12-2020,17,0
13631,28-12-2020,2,0
13632,08-11-2020,52,0
13633,22-12-2020,8,0
13634,06-11-2020,54,0
13635,01-11-2020,59,0
13636,04-12-2020,26,0
13637,22-12-2020,8,0
13638,06-12-2020,24,0
13639,26-11-2020,34,0
13640,03-11-2020,57,0
13641,11-12-2020,19,0
13642,11-12-2020,19,0
13643,18-11-2020,42,0
13644,23-10-2020,68,0
13645,26-12-2020,4,0
13646,20-12-2020,10,0
13647,28-12-2020,2,0
13648,27-11-2020,33,0
13649,04-11-2020,56,0
13650,25-12-2020,5,0
13651,30-11-2020,30,0
13652,24-12-2020,6,0
13653,24-12-2020,6,0
13654,22-12-2020,8,0
13655,22-12-2020,8,0
13656,28-12-2020,2,0
13657,05-12-2020,25,0
13658,23-11-2020,37,0
13659,29-11-2020,31,0
13660,13-12-2020,17,0
13661,15-12-2020,15,0
13662,27-12-2020,3,0
13663,29-12-2020,1,0
13664,11-11-2020,49,0
13665,08-11-2020,52,0
13666,26-12-2020,4,0
13667,26-12-2020,4,0
13668,09-11-2020,51,0
13669,13-12-2020,17,0
13670,12-12-2020,18,0
13671,23-12-2020,7,0
13672,23-11-2020,37,0
13673,24-12-2020,6,0
13674,27-12-2020,3,0
13675,01-12-2020,29,0
13676,26-12-2020,4,0
13677,14-12-2020,16,0
13678,25-12-2020,5,0
13679,12-12-2020,18,0
13680,01-12-2020,29,0
13681,11-12-2020,19,0
13682,29-11-2020,31,0
13683,14-11-2020,46,0
13684,14-10-2020,77,0
13685,29-11-2020,31,0
13686,19-12-2020,11,0
13687,08-12-2020,22,0
13688,03-11-2020,57,0
13689,28-12-2020,2,0
13690,28-12-2020,2,0
13691,29-12-2020,1,0
13692,18-12-2020,12,0
13693,29-12-2020,1,0
13694,03-11-2020,57,0
13695,09-12-2020,21,0
13696,18-12-2020,12,0
13697,06-12-2020,24,0
13698,28-12-2020,2,0
13699,22-12-2020,8,0
13700,19-12-2020,11,0
13701,25-12-2020,5,0
13702,30-12-2020,0,0
13703,15-12-2020,15,0
13704,02-12-2020,28,0
13705,23-12-2020,7,0
13706,21-12-2020,9,0
13707,16-11-2020,44,0
13708,19-12-2020,11,0
13709,18-11-2020,42,0
13710,29-12-2020,1,0
13711,11-12-2020,19,0
13712,10-12-2020,20,0
13713,27-11-2020,33,0
13714,07-11-2020,53,0
13715,26-12-2020,4,0
13716,14-12-2020,16,0
13717,13-12-2020,17,0
13718,08-12-2020,22,0
13719,27-12-2020,3,0
13720,16-09-2020,105,1
13721,18-11-2020,42,0
13722,18-12-2020,12,0
13723,24-12-2020,6,0
13724,08-11-2020,52,0
13725,17-12-2020,13,0
13726,02-09-2020,119,1
13727,22-12-2020,8,0
13728,12-12-2020,18,0
13729,20-12-2020,10,0
13730,02-12-2020,28,0
13731,24-12-2020,6,0
13732,23-10-2020,68,0
13733,03-12-2020,27,0
13734,24-12-2020,6,0
13735,23-12-2020,7,0
13736,22-12-2020,8,0
13737,11-12-2020,19,0
13738,16-12-2020,14,0
13739,13-12-2020,17,0
13740,30-12-2020,0,0
13741,24-11-2020,36,0
13742,30-12-2020,0,0
13743,11-12-2020,19,0
13744,17-12-2020,13,0
13745,30-10-2020,61,0
13746,18-12-2020,12,0
13747,26-11-2020,34,0
13748,07-11-2020,53,0
13749,17-11-2020,43,0
13750,09-12-2020,21,0
13751,22-12-2020,8,0
13752,13-12-2020,17,0
13753,30-12-2020,0,0
13754,19-11-2020,41,0
13755,18-12-2020,12,0
13756,26-12-2020,4,0
13757,06-12-2020,24,0
13758,01-11-2020,59,0
13759,28-12-2020,2,0
13760,26-11-2020,34,0
13761,19-12-2020,11,0
13762,20-12-2020,10,0
13763,15-09-2020,106,1
13764,28-11-2020,32,0
13765,13-12-2020,17,0
13766,11-12-2020,19,0
13767,10-12-2020,20,0
13768,30-12-2020,0,0
13769,14-12-2020,16,0
13770,20-12-2020,10,0
13771,20-11-2020,40,0
13772,29-11-2020,31,0
13773,19-10-2020,72,0
13774,03-12-2020,27,0
13775,24-12-2020,6,0
13776,02-12-2020,28,0
13777,25-12-2020,5,0
13778,21-11-2020,39,0
13779,27-12-2020,3,0
13780,21-11-2020,39,0
13781,25-12-2020,5,0
13782,26-12-2020,4,0
13783,09-11-2020,51,0
13784,15-12-2020,15,0
13785,24-12-2020,6,0
13786,26-12-2020,4,0
13787,23-12-2020,7,0
13788,30-12-2020,0,0
13789,11-12-2020,19,0
13790,27-09-2020,94,1
13791,16-12-2020,14,0
13792,20-12-2020,10,0
13793,26-11-2020,34,0
13794,12-11-2020,48,0
13795,18-12-2020,12,0
13796,30-11-2020,30,0
13797,29-12-2020,1,0
13798,26-12-2020,4,0
13799,21-11-2020,39,0
13800,08-11-2020,52,0
13801,14-12-2020,16,0
13802,26-12-2020,4,0
13803,23-12-2020,7,0
13804,03-12-2020,27,0
13805,27-12-2020,3,0
13806,05-12-2020,25,0
13807,15-12-2020,15,0
13808,05-11-2020,55,0
13809,13-12-2020,17,0
13810,29-12-2020,1,0
13811,24-12-2020,6,0
13812,27-12-2020,3,0
13813,23-12-2020,7,0
13814,22-11-2020,38,0
13815,27-12-2020,3,0
13816,02-12-2020,28,0
13817,24-12-2020,6,0
13818,24-12-2020,6,0
13819,18-12-2020,12,0
13820,12-12-2020,18,0
13821,04-12-2020,26,0
13822,12-12-2020,18,0
13823,29-12-2020,1,0
13824,08-11-2020,52,0
13825,20-12-2020,10,0
13826,25-12-2020,5,0
13827,27-12-2020,3,0
13828,14-12-2020,16,0
13829,06-11-2020,54,0
13830,12-12-2020,18,0
13831,20-12-2020,10,0
13832,23-11-2020,37,0
13833,23-12-2020,7,0
13834,31-10-2020,60,0
13835,30-12-2020,0,0
13836,21-12-2020,9,0
13837,26-12-2020,4,0
13838,19-11-2020,41,0
13839,10-09-2020,111,1
13840,09-11-2020,51,0
13841,15-12-2020,15,0
13842,25-12-2020,5,0
13843,01-12-2020,29,0
13844,28-11-2020,32,0
13845,18-12-2020,12,0
13846,27-12-2020,3,0
13847,06-12-2020,24,0
13848,27-12-2020,3,0
13849,25-11-2020,35,0
13850,29-12-2020,1,0
13851,02-12-2020,28,0
13852,19-12-2020,11,0
13853,08-12-2020,22,0
13854,21-12-2020,9,0
13855,29-11-2020,31,0
13856,18-11-2020,42,0
13857,09-12-2020,21,0
13858,20-12-2020,10,0
13859,19-12-2020,11,0
13860,18-12-2020,12,0
13861,02-12-2020,28,0
13862,26-12-2020,4,0
13863,26-11-2020,34,0
13864,30-08-2020,122,1
13865,16-12-2020,14,0
13866,10-12-2020,20,0
13867,22-12-2020,8,0
13868,24-11-2020,36,0
13869,24-12-2020,6,0
13870,20-12-2020,10,0
13871,16-12-2020,14,0
13872,20-12-2020,10,0
13873,25-12-2020,5,0
13874,05-12-2020,25,0
13875,02-12-2020,28,0
13876,03-12-2020,27,0
13877,02-12-2020,28,0
13878,10-12-2020,20,0
13879,28-09-2020,93,1
13880,02-12-2020,28,0
13881,27-12-2020,3,0
13882,04-10-2020,87,0
13883,20-12-2020,10,0
13884,27-12-2020,3,0
13885,19-11-2020,41,0
13886,28-12-2020,2,0
13887,17-11-2020,43,0
13888,16-12-2020,14,0
13889,24-12-2020,6,0
13890,21-12-2020,9,0
13891,27-12-2020,3,0
13892,14-10-2020,77,0
13893,22-12-2020,8,0
13894,06-11-2020,54,0
13895,29-12-2020,1,0
13896,22-12-2020,8,0
13897,13-11-2020,47,0
13898,19-12-2020,11,0
13899,22-12-2020,8,0
13900,25-11-2020,35,0
13901,09-11-2020,51,0
13902,23-12-2020,7,0
13903,26-12-2020,4,0
13904,18-12-2020,12,0
13905,30-11-2020,30,0
13906,25-09-2020,96,1
13907,20-12-2020,10,0
13908,19-12-2020,11,0
13909,28-11-2020,32,0
13910,25-12-2020,5,0
13911,19-11-2020,41,0
13912,26-12-2020,4,0
13913,07-12-2020,23,0
13914,05-12-2020,25,0
13915,04-12-2020,26,0
13916,16-12-2020,14,0
13917,27-12-2020,3,0
13918,02-08-2020,150,1
13919,18-12-2020,12,0
13920,21-12-2020,9,0
13921,05-12-2020,25,0
13922,20-12-2020,10,0
13923,20-12-2020,10,0
13924,01-12-2020,29,0
13925,19-12-2020,11,0
13926,21-09-2020,100,1
13927,28-11-2020,32,0
13928,03-12-2020,27,0
13929,16-12-2020,14,0
13930,30-12-2020,0,0
13931,24-12-2020,6,0
13932,12-10-2020,79,0
13933,28-12-2020,2,0
13934,16-12-2020,14,0
13935,23-11-2020,37,0
13936,20-11-2020,40,0
13937,25-12-2020,5,0
13938,13-11-2020,47,0
13939,26-12-2020,4,0
13940,18-11-2020,42,0
13941,14-12-2020,16,0
13942,03-12-2020,27,0
13943,28-11-2020,32,0
13944,13-12-2020,17,0
13945,12-11-2020,48,0
13946,22-12-2020,8,0
13947,16-10-2020,75,0
13948,04-12-2020,26,0
13949,26-12-2020,4,0
13950,21-11-2020,39,0
13951,13-12-2020,17,0
13952,24-12-2020,6,0
13953,13-12-2020,17,0
13954,11-10-2020,80,0
13955,21-12-2020,9,0
13956,20-11-2020,40,0
13957,12-12-2020,18,0
13958,02-11-2020,58,0
13959,28-12-2020,2,0
13960,21-12-2020,9,0
13961,29-12-2020,1,0
13962,28-12-2020,2,0
13963,12-12-2020,18,0
13964,20-12-2020,10,0
13965,19-12-2020,11,0
13966,02-12-2020,28,0
13967,28-12-2020,2,0
13968,01-10-2020,90,0
13969,23-12-2020,7,0
13970,29-12-2020,1,0
13971,10-12-2020,20,0
13972,28-12-2020,2,0
13973,09-12-2020,21,0
13974,18-12-2020,12,0
13975,07-10-2020,84,0
13976,26-12-2020,4,0
13977,17-12-2020,13,0
13978,18-12-2020,12,0
13979,03-12-2020,27,0
13980,11-09-2020,110,1
13981,26-12-2020,4,0
13982,12-12-2020,18,0
13983,07-12-2020,23,0
13984,09-11-2020,51,0
13985,29-12-2020,1,0
13986,08-12-2020,22,0
13987,23-12-2020,7,0
13988,05-12-2020,25,0
13989,28-12-2020,2,0
13990,29-12-2020,1,0
13991,23-12-2020,7,0
13992,28-12-2020,2,0
13993,11-12-2020,19,0
13994,16-12-2020,14,0
13995,23-09-2020,98,1
13996,20-12-2020,10,0
13997,19-12-2020,11,0
13998,24-11-2020,36,0
13999,27-12-2020,3,0
14000,13-12-2020,17,0
14001,11-11-2020,49,0
14002,10-12-2020,20,0
14003,05-11-2020,55,0
14004,27-11-2020,33,0
14005,27-12-2020,3,0
14006,14-12-2020,16,0
14007,08-10-2020,83,0
14008,15-12-2020,15,0
14009,08-12-2020,22,0
14010,28-12-2020,2,0
14011,24-11-2020,36,0
14012,23-12-2020,7,0
14013,19-12-2020,11,0
14014,20-12-2020,10,0
14015,20-11-2020,40,0
14016,11-12-2020,19,0
14017,28-11-2020,32,0
14018,17-11-2020,43,0
14019,29-11-2020,31,0
14020,16-12-2020,14,0
14021,01-12-2020,29,0
14022,12-11-2020,48,0
14023,05-12-2020,25,0
14024,20-09-2020,101,1
14025,27-09-2020,94,1
14026,13-12-2020,17,0
14027,09-12-2020,21,0
14028,05-07-2020,178,1
14029,30-11-2020,30,0
14030,23-12-2020,7,0
14031,28-12-2020,2,0
14032,23-12-2020,7,0
14033,14-11-2020,46,0
14034,23-12-2020,7,0
14035,21-12-2020,9,0
14036,10-10-2020,81,0
14037,09-12-2020,21,0
14038,25-11-2020,35,0
14039,28-12-2020,2,0
14040,27-12-2020,3,0
14041,13-12-2020,17,0
14042,24-12-2020,6,0
14043,19-12-2020,11,0
14044,20-11-2020,40,0
14045,29-12-2020,1,0
14046,17-12-2020,13,0
14047,25-12-2020,5,0
14048,27-12-2020,3,0
14049,06-12-2020,24,0
14050,16-12-2020,14,0
14051,24-12-2020,6,0
14052,22-12-2020,8,0
14053,30-11-2020,30,0
14054,09-12-2020,21,0
14055,05-12-2020,25,0
14056,24-11-2020,36,0
14057,27-10-2020,64,0
14058,29-12-2020,1,0
14059,18-12-2020,12,0
14060,20-11-2020,40,0
14061,27-12-2020,3,0
14062,21-10-2020,70,0
14063,29-10-2020,62,0
14064,19-12-2020,11,0
14065,20-12-2020,10,0
14066,20-11-2020,40,0
14067,14-12-2020,16,0
14068,27-12-2020,3,0
14069,30-12-2020,0,0
14070,08-12-2020,22,0
14071,18-12-2020,12,0
14072,30-11-2020,30,0
14073,06-12-2020,24,0
14074,29-12-2020,1,0
14075,25-12-2020,5,0
14076,12-12-2020,18,0
14077,23-11-2020,37,0
14078,26-12-2020,4,0
14079,05-12-2020,25,0
14080,25-12-2020,5,0
14081,27-12-2020,3,0
14082,03-12-2020,27,0
14083,24-10-2020,67,0
14084,10-11-2020,50,0
14085,13-09-2020,108,1
14086,24-12-2020,6,0
14087,30-10-2020,61,0
14088,10-12-2020,20,0
14089,03-12-2020,27,0
14090,11-12-2020,19,0
14091,10-12-2020,20,0
14092,04-12-2020,26,0
14093,08-11-2020,52,0
14094,02-11-2020,58,0
14095,11-12-2020,19,0
14096,30-09-2020,91,1
14097,27-12-2020,3,0
14098,05-11-2020,55,0
14099,07-12-2020,23,0
14100,01-12-2020,29,0
14101,24-12-2020,6,0
14102,13-09-2020,108,1
14103,11-12-2020,19,0
14104,29-12-2020,1,0
14105,10-12-2020,20,0
14106,10-06-2020,203,1
14107,27-12-2020,3,0
14108,29-12-2020,1,0
14109,25-10-2020,66,0
14110,26-12-2020,4,0
14111,21-12-2020,9,0
14112,23-11-2020,37,0
14113,20-11-2020,40,0
14114,27-12-2020,3,0
14115,22-12-2020,8,0
14116,06-12-2020,24,0
14117,18-11-2020,42,0
14118,14-10-2020,77,0
14119,30-12-2020,0,0
14120,16-12-2020,14,0
14121,20-12-2020,10,0
14122,25-09-2020,96,1
14123,14-12-2020,16,0
14124,28-11-2020,32,0
14125,05-11-2020,55,0
14126,11-12-2020,19,0
14127,16-11-2020,44,0
14128,29-12-2020,1,0
14129,30-12-2020,0,0
14130,27-12-2020,3,0
14131,08-12-2020,22,0
14132,02-12-2020,28,0
14133,19-12-2020,11,0
14134,10-11-2020,50,0
14135,24-12-2020,6,0
14136,18-11-2020,42,0
14137,27-12-2020,3,0
14138,17-12-2020,13,0
14139,16-12-2020,14,0
14140,02-09-2020,119,1
14141,23-11-2020,37,0
14142,03-12-2020,27,0
14143,28-12-2020,2,0
14144,11-12-2020,19,0
14145,13-12-2020,17,0
14146,26-11-2020,34,0
14147,13-12-2020,17,0
14148,28-12-2020,2,0
14149,17-12-2020,13,0
14150,10-11-2020,50,0
14151,12-12-2020,18,0
14152,27-12-2020,3,0
14153,23-11-2020,37,0
14154,22-12-2020,8,0
14155,28-11-2020,32,0
14156,01-12-2020,29,0
14157,27-12-2020,3,0
14158,30-10-2020,61,0
14159,14-12-2020,16,0
14160,16-12-2020,14,0
14161,15-11-2020,45,0
14162,24-12-2020,6,0
14163,04-11-2020,56,0
14164,03-11-2020,57,0
14165,09-12-2020,21,0
14166,11-12-2020,19,0
14167,11-12-2020,19,0
14168,14-11-2020,46,0
14169,09-12-2020,21,0
14170,24-12-2020,6,0
14171,23-11-2020,37,0
14172,25-12-2020,5,0
14173,25-12-2020,5,0
14174,12-12-2020,18,0
14175,24-12-2020,6,0
14176,25-11-2020,35,0
14177,30-12-2020,0,0
14178,17-11-2020,43,0
14179,10-12-2020,20,0
14180,17-09-2020,104,1
14181,15-12-2020,15,0
14182,30-12-2020,0,0
14183,28-12-2020,2,0
14184,20-12-2020,10,0
14185,15-12-2020,15,0
14186,26-12-2020,4,0
14187,07-09-2020,114,1
14188,13-12-2020,17,0
14189,04-12-2020,26,0
14190,22-12-2020,8,0
14191,22-12-2020,8,0
14192,09-12-2020,21,0
14193,28-12-2020,2,0
14194,28-11-2020,32,0
14195,06-12-2020,24,0
14196,10-12-2020,20,0
14197,16-12-2020,14,0
14198,13-11-2020,47,0
14199,26-12-2020,4,0
14200,21-12-2020,9,0
14201,23-12-2020,7,0
14202,15-12-2020,15,0
14203,09-12-2020,21,0
14204,05-12-2020,25,0
14205,23-12-2020,7,0
14206,15-12-2020,15,0
14207,27-12-2020,3,0
14208,17-12-2020,13,0
14209,15-12-2020,15,0
14210,24-11-2020,36,0
14211,13-12-2020,17,0
14212,17-12-2020,13,0
14213,10-12-2020,20,0
14214,28-12-2020,2,0
14215,25-11-2020,35,0
14216,13-12-2020,17,0
14217,18-12-2020,12,0
14218,13-12-2020,17,0
14219,29-11-2020,31,0
14220,23-12-2020,7,0
14221,25-12-2020,5,0
14222,18-12-2020,12,0
14223,30-12-2020,0,0
14224,13-12-2020,17,0
14225,21-12-2020,9,0
14226,19-12-2020,11,0
14227,02-12-2020,28,0
14228,27-11-2020,33,0
14229,22-12-2020,8,0
14230,23-12-2020,7,0
14231,18-11-2020,42,0
14232,02-12-2020,28,0
14233,01-11-2020,59,0
14234,14-12-2020,16,0
14235,27-12-2020,3,0
14236,04-10-2020,87,0
14237,30-12-2020,0,0
14238,20-12-2020,10,0
14239,03-12-2020,27,0
14240,18-12-2020,12,0
14241,28-11-2020,32,0
14242,26-12-2020,4,0
14243,04-12-2020,26,0
14244,26-11-2020,34,0
14245,29-12-2020,1,0
14246,30-12-2020,0,0
14247,24-12-2020,6,0
14248,30-12-2020,0,0
14249,30-12-2020,0,0
14250,07-12-2020,23,0
14251,21-11-2020,39,0
14252,23-12-2020,7,0
14253,11-12-2020,19,0
14254,14-10-2020,77,0
14255,21-11-2020,39,0
14256,17-12-2020,13,0
14257,07-12-2020,23,0
14258,07-09-2020,114,1
14259,26-11-2020,34,0
14260,09-12-2020,21,0
14261,15-11-2020,45,0
14262,16-12-2020,14,0
14263,16-12-2020,14,0
14264,10-12-2020,20,0
14265,19-12-2020,11,0
14266,27-12-2020,3,0
14267,28-12-2020,2,0
14268,10-10-2020,81,0
14269,18-11-2020,42,0
14270,01-12-2020,29,0
14271,27-12-2020,3,0
14272,19-12-2020,11,0
14273,24-12-2020,6,0
14274,06-12-2020,24,0
14275,12-12-2020,18,0
14276,20-12-2020,10,0
14277,16-12-2020,14,0
14278,22-12-2020,8,0
14279,17-12-2020,13,0
14280,25-12-2020,5,0
14281,26-12-2020,4,0
14282,14-10-2020,77,0
14283,28-12-2020,2,0
14284,16-12-2020,14,0
14285,25-12-2020,5,0
14286,27-10-2020,64,0
14287,10-11-2020,50,0
14288,26-12-2020,4,0
14289,28-11-2020,32,0
14290,15-12-2020,15,0
14291,14-12-2020,16,0
14292,26-12-2020,4,0
14293,03-12-2020,27,0
14294,27-12-2020,3,0
14295,02-12-2020,28,0
14296,18-12-2020,12,0
14297,26-12-2020,4,0
14298,19-11-2020,41,0
14299,23-12-2020,7,0
14300,22-12-2020,8,0
14301,25-12-2020,5,0
14302,27-11-2020,33,0
14303,04-12-2020,26,0
14304,20-12-2020,10,0
14305,26-12-2020,4,0
14306,29-12-2020,1,0
14307,21-12-2020,9,0
14308,17-11-2020,43,0
14309,08-11-2020,52,0
14310,05-11-2020,55,0
14311,22-12-2020,8,0
14312,22-12-2020,8,0
14313,23-12-2020,7,0
14314,23-12-2020,7,0
14315,21-11-2020,39,0
14316,19-12-2020,11,0
14317,22-12-2020,8,0
14318,02-12-2020,28,0
14319,24-12-2020,6,0
14320,22-12-2020,8,0
14321,20-12-2020,10,0
14322,30-11-2020,30,0
14323,12-12-2020,18,0
14324,19-11-2020,41,0
14325,07-11-2020,53,0
14326,23-11-2020,37,0
14327,20-12-2020,10,0
14328,24-11-2020,36,0
14329,29-12-2020,1,0
14330,24-12-2020,6,0
14331,16-11-2020,44,0
14332,08-12-2020,22,0
14333,05-12-2020,25,0
14334,27-12-2020,3,0
14335,07-12-2020,23,0
14336,25-11-2020,35,0
14337,19-12-2020,11,0
14338,07-12-2020,23,0
