CustomerID,Recency,Frequency,Monetary,Cluster
13310,39,32,3649.12,1
13311,9,31,3044.81,0
13312,10,31,2299.41,0
13313,36,33,2740.37,0
13314,20,32,3438.27,0
13315,1,40,3508.04,1
13316,28,23,1537.86,2
13317,10,25,2048.91,2
13318,22,25,1233.11,2
13319,18,41,4220.5199999999995,1
13320,0,34,3846.2,1
13321,8,20,1957.1100000000001,2
13322,33,28,2252.37,2
13323,0,39,4004.15,1
13324,1,25,2154.06,2
13325,24,29,2621.2400000000002,0
13326,2,42,3853.47,1
13327,22,28,2825.51,0
13328,0,31,2519.6,0
13329,3,23,2001.56,2
13330,1,21,1664.38,2
13331,4,27,3219.0,0
13332,38,25,2435.06,2
13333,11,22,2497.04,2
13334,14,28,3430.46,0
13335,13,26,2047.86,2
13336,18,34,3186.27,0
13337,58,34,3203.35,3
13338,11,23,2150.18,2
13339,34,32,2648.52,0
13340,0,47,5169.18,1
13341,4,30,1955.6,2
13342,25,29,3282.31,0
13343,8,24,2162.98,2
13344,42,31,2667.78,0
13345,16,32,3875.86,1
13346,79,20,1619.55,3
13347,114,20,2139.51,3
13348,0,28,2769.58,0
13349,17,32,3268.73,0
13350,10,21,2294.31,2
13351,161,19,1910.52,3
13352,47,27,2906.1,3
13353,1,37,3103.62,1
13354,20,26,2490.51,2
13355,64,30,1901.49,3
13356,27,21,2000.74,2
13357,26,29,2506.59,0
13358,21,24,1670.93,2
13359,15,20,2239.82,2
13360,31,35,3088.42,0
13361,82,27,2237.0,3
13362,32,31,2545.68,0
13363,18,24,2372.18,2
13364,1,30,3832.37,1
13365,3,23,2718.4900000000002,2
13366,0,24,1266.44,2
13367,28,27,2184.79,2
13368,17,28,2391.06,2
13369,4,30,2556.3,0
13370,0,31,2394.2,0
13371,2,28,3438.95,0
13372,15,30,3090.45,0
13373,8,29,2993.6,0
13374,44,27,2409.82,3
13375,15,39,3661.1,1
13376,1,36,2595.02,0
13377,5,27,2660.05,0
13378,25,32,3687.72,1
13379,1,33,2718.13,0
13380,9,26,2211.52,2
13381,52,37,2898.18,1
13382,0,40,3457.58,1
13383,3,33,2247.69,0
13384,8,24,1798.28,2
13385,5,42,3693.32,1
13386,0,34,2994.94,0
13387,77,29,2935.2,3
13388,6,30,2765.5099999999998,0
13389,43,30,3391.0099999999998,0
13390,0,44,3557.79,1
13391,0,33,2292.12,0
13392,256,17,1497.69,3
13393,21,29,3509.2,0
13394,5,31,3840.11,1
13395,12,32,3040.7,0
13396,20,26,1666.46,2
13397,22,23,1726.48,2
13398,37,23,2152.8900000000003,2
13399,23,26,2283.9,2
13400,3,28,3312.35,0
13401,24,28,2328.0,2
13402,155,19,1560.21,3
13403,25,31,2125.28,0
13404,4,27,2521.87,2
13405,16,25,2441.61,2
13406,15,27,3456.14,0
13407,9,28,3414.79,0
13408,9,29,2622.16,0
13409,56,33,2645.56,3
13410,17,23,2552.45,2
13411,47,32,2879.93,0
13412,4,37,3610.0299999999997,1
13413,43,39,3423.7200000000003,1
13414,32,28,2621.41,0
13415,17,25,2277.77,2
13416,11,38,3436.45,1
13417,25,28,3690.2200000000003,0
13418,78,25,2137.32,3
13419,6,30,2695.61,0
13420,25,26,2573.96,2
13421,3,37,3486.75,1
13422,31,27,1760.85,2
13423,5,31,3076.05,0
13424,12,28,2746.83,0
13425,7,32,3071.79,0
13426,15,28,2066.89,2
13427,40,37,3915.36,1
13428,8,31,1991.96,2
13429,0,36,3939.83,1
13430,11,32,3208.48,0
13431,9,38,3290.58,1
13432,2,26,3033.25,0
13433,39,28,1838.51,2
13434,13,19,1715.96,2
13435,1,29,2309.25,0
13436,19,40,3368.17,1
13437,3,26,1703.58,2
13438,20,33,2796.26,0
13439,1,30,2621.79,0
13440,2,45,4246.43,1
13441,11,30,2573.94,0
13442,17,36,3113.65,1
13443,11,31,2785.03,0
13444,0,37,3270.68,1
13445,12,24,2009.81,2
13446,29,22,1963.21,2
13447,1,24,2269.4900000000002,2
13448,51,27,2904.92,3
13449,16,28,2588.09,0
13450,12,31,3487.0899999999997,0
13451,16,38,3288.4,1
13452,4,29,3060.6,0
13453,3,27,2573.52,0
13454,8,35,3068.94,0
13455,2,30,3052.83,0
13456,6,34,3368.72,1
13457,3,27,3006.79,0
13458,16,30,2745.82,0
13459,12,35,4856.51,1
13460,11,27,3308.83,0
13461,30,33,3139.84,0
13462,43,30,3071.16,0
13463,18,32,3328.72,0
13464,0,43,4020.5099999999998,1
13465,42,26,3104.26,0
13466,14,23,2982.47,2
13467,22,24,2872.44,2
13468,72,32,2681.3,3
13469,53,26,2417.86,3
13470,12,31,3415.61,0
13471,40,24,1992.42,2
13472,26,38,4507.67,1
13473,13,32,3083.85,0
13474,12,26,2181.5099999999998,2
13475,38,30,3116.29,0
13476,1,36,2965.31,0
13477,38,30,2983.07,0
13478,2,33,3248.32,0
13479,34,24,2746.06,2
13480,21,38,4376.44,1
13481,16,34,2933.57,0
13482,26,28,2537.12,0
13483,9,31,3021.77,0
13484,0,37,2846.4,0
13485,21,33,2564.6800000000003,0
13486,57,28,3041.5299999999997,3
13487,3,31,2876.92,0
13488,12,24,2525.58,2
13489,2,34,3332.0,1
13490,8,31,3245.91,0
13491,22,36,3381.6000000000004,1
13492,33,23,1828.6000000000001,2
13493,11,32,2334.2200000000003,0
13494,8,29,2314.05,0
13495,10,36,3461.49,1
13496,51,31,2766.6000000000004,3
13497,20,23,2690.68,2
13498,38,35,4534.03,1
13499,2,27,2471.77,2
13500,12,37,3671.1800000000003,1
13501,10,26,1551.01,2
13502,1,27,2521.0,2
13503,1,34,3331.7,1
13504,1,33,3586.49,1
13505,16,21,2272.34,2
13506,23,41,3125.68,1
13507,18,27,2588.78,0
13508,59,23,2016.74,3
13509,11,22,2164.55,2
13510,40,37,4576.91,1
13511,15,24,2306.2200000000003,2
13512,12,30,3182.46,0
13513,17,41,3490.15,1
13514,18,45,4788.01,1
13515,84,28,3070.52,3
13516,1,19,1806.57,2
13517,6,39,4494.85,1
13518,7,31,3694.48,1
13519,17,31,2555.02,0
13520,1,28,2704.2200000000003,0
13521,70,28,2507.15,3
13522,12,28,2744.55,0
13523,1,24,2466.87,2
13524,0,35,3901.41,1
13525,8,26,3271.63,0
13526,2,28,2256.16,2
13527,0,33,3492.63,1
13528,43,28,2281.33,2
13529,36,33,3415.23,1
13530,5,38,3040.56,1
13531,81,22,2229.74,3
13532,40,24,2238.32,2
13533,40,28,2977.4700000000003,0
13534,10,37,3538.25,1
13535,1,25,2216.56,2
13536,16,31,2810.08,0
13537,11,23,1452.28,2
13538,2,27,2543.42,0
13539,50,23,2592.42,3
13540,17,26,1937.08,2
13541,40,37,4188.45,1
13542,10,37,4044.9,1
13543,25,41,3757.73,1
13544,11,27,2805.65,0
13545,1,21,1816.74,2
13546,0,23,2216.96,2
13547,27,27,2391.35,2
13548,35,21,1875.12,2
13549,22,43,3073.12,1
13550,11,36,3082.12,1
13551,0,34,5036.46,1
13552,0,30,4368.58,1
13553,14,29,2055.67,2
13554,2,23,1915.24,2
13555,26,25,2182.49,2
13556,50,36,2985.16,1
13557,17,31,3507.67,0
13558,0,30,3254.73,0
13559,11,39,3176.74,1
13560,13,30,2514.41,0
13561,2,21,1709.69,2
13562,4,32,2842.15,0
13563,70,20,1544.8899999999999,3
13564,40,25,2519.65,2
13565,14,34,3868.73,1
13566,43,20,2291.54,2
13567,66,32,2777.75,3
13568,103,28,2541.92,3
13569,24,34,2446.59,0
13570,9,26,2572.0,2
13571,46,31,2565.15,3
13572,58,25,1474.95,3
13573,10,25,3046.5699999999997,0
13574,15,34,3674.05,1
13575,68,24,2541.7200000000003,3
13576,42,39,3330.17,1
13577,0,31,3620.85,0
13578,85,31,2609.1,3
13579,66,16,1230.73,3
13580,7,29,2509.77,0
13581,13,36,3091.23,1
13582,2,25,3056.38,0
13583,4,25,2143.5299999999997,2
13584,30,35,3990.87,1
13585,13,26,2410.7799999999997,2
13586,10,31,3436.62,0
13587,21,34,3147.86,0
13588,8,25,2629.2200000000003,2
13589,33,28,2330.82,2
13590,3,28,3188.63,0
13591,14,29,2800.25,0
13592,9,27,2606.96,0
13593,25,31,2698.4700000000003,0
13594,5,33,4620.88,1
13595,18,32,2734.88,0
13596,18,33,2943.27,0
13597,21,25,2536.35,2
13598,110,22,1787.48,3
13599,26,33,2979.94,0
13600,36,35,2727.12,0
13601,43,28,2650.01,3
13602,30,30,3535.4700000000003,0
13603,3,27,2490.46,2
13604,45,27,2197.51,2
13605,41,24,2136.66,2
13606,41,27,3115.97,0
13607,5,27,1965.17,2
13608,33,36,3483.2,1
13609,14,17,1550.02,2
13610,37,33,3705.38,1
13611,88,27,2349.21,3
13612,5,39,2918.44,1
13613,111,29,2369.85,3
13614,6,37,3238.12,1
13615,18,39,5350.93,1
13616,10,28,2302.36,2
13617,10,34,3398.46,1
13618,6,28,3596.69,0
13619,14,28,2625.83,0
13620,11,38,3349.7799999999997,1
13621,58,38,4436.49,1
13622,9,29,2904.85,0
13623,17,30,2840.83,0
13624,3,32,3156.62,0
13625,146,25,2051.85,3
13626,38,25,1890.75,2
13627,8,35,3234.65,1
13628,6,31,3141.56,0
13629,4,36,4674.55,1
13630,17,33,3461.9900000000002,1
13631,2,26,2461.92,2
13632,52,36,3042.36,1
13633,8,36,3978.5899999999997,1
13634,54,24,2352.87,3
13635,59,29,2667.64,3
13636,26,31,4144.33,1
13637,8,32,2812.19,0
13638,24,27,2046.8,2
13639,34,33,3710.55,1
13640,57,17,2096.38,3
13641,19,25,2409.07,2
13642,19,29,2346.17,0
13643,42,26,2757.96,3
13644,68,29,3036.55,3
13645,4,37,3315.8,1
13646,10,27,2820.35,0
13647,2,31,3136.21,0
13648,33,19,2087.08,2
13649,56,22,2856.96,3
13650,5,27,2390.0499999999997,2
13651,30,28,2948.43,0
13652,6,33,3400.31,0
13653,6,24,1626.9,2
13654,8,35,2809.08,0
13655,8,24,2664.02,2
13656,2,30,2878.69,0
13657,25,23,2003.96,2
13658,37,30,3423.27,0
13659,31,40,3799.09,1
13660,17,39,4256.28,1
13661,15,33,2449.76,0
13662,3,33,3686.4,1
13663,1,28,2256.13,2
13664,49,28,3018.65,3
13665,52,25,2805.79,3
13666,4,29,2841.8,0
13667,4,36,3458.46,1
13668,51,32,2892.6499999999996,3
13669,17,35,2516.25,0
13670,18,24,2345.31,2
13671,7,26,2009.02,2
13672,37,31,2642.62,0
13673,6,28,3004.36,0
13674,3,26,2372.4,2
13675,29,29,3039.9900000000002,0
13676,4,30,2773.2400000000002,0
13677,16,29,3029.12,0
13678,5,27,2289.05,2
13679,18,32,2404.94,0
13680,29,35,3994.75,1
13681,19,37,3676.98,1
13682,31,25,1995.91,2
13683,46,20,1342.8400000000001,2
13684,77,40,3646.7400000000002,1
13685,31,24,1807.6399999999999,2
13686,11,26,1792.17,2
13687,22,40,4895.98,1
13688,57,31,3808.08,1
13689,2,31,3120.4700000000003,0
13690,2,28,2601.59,0
13691,1,32,2518.69,0
13692,12,31,2582.53,0
13693,1,36,4085.25,1
13694,57,34,2917.32,3
13695,21,39,4624.8,1
13696,12,33,2491.48,0
13697,24,35,2711.05,0
13698,2,37,3714.34,1
13699,8,24,2283.86,2
13700,11,36,3049.13,0
13701,5,33,2636.7799999999997,0
13702,0,38,3937.75,1
13703,15,31,3672.55,1
13704,28,33,3112.99,0
13705,7,21,1565.98,2
13706,9,37,3863.8199999999997,1
13707,44,30,3507.2,0
13708,11,27,2933.36,0
13709,42,28,3057.08,0
13710,1,37,3579.11,1
13711,19,32,3418.45,0
13712,20,21,2454.38,2
13713,33,23,2362.2799999999997,2
13714,53,34,2955.04,3
13715,4,31,3424.9700000000003,0
13716,16,25,2106.48,2
13717,17,38,3735.5699999999997,1
13718,22,33,1940.34,0
13719,3,29,2740.15,0
13720,105,34,2572.03,3
13721,42,30,2408.66,0
13722,12,30,2267.64,0
13723,6,35,3485.02,1
13724,52,29,2854.11,3
13725,13,33,3083.58,0
13726,119,33,3601.8,3
13727,8,29,2477.2599999999998,0
13728,18,30,3114.27,0
13729,10,31,2709.97,0
13730,28,24,1952.51,2
13731,6,33,3047.63,0
13732,68,35,3273.76,3
13733,27,32,3203.18,0
13734,6,20,2326.96,2
13735,7,26,2718.16,0
13736,8,33,3699.12,1
13737,19,20,2038.34,2
13738,14,37,2676.32,0
13739,17,30,2708.52,0
13740,0,28,2650.7,0
13741,36,33,3201.3,0
13742,0,21,1624.8400000000001,2
13743,19,37,4087.37,1
13744,13,23,2868.89,2
13745,61,29,2362.25,3
13746,12,36,3631.29,1
13747,34,19,1577.03,2
13748,53,25,2691.91,3
13749,43,22,1719.17,2
13750,21,18,1746.0,2
13751,8,32,2792.3,0
13752,17,25,2407.0099999999998,2
13753,0,37,3147.28,1
13754,41,29,3706.36,0
13755,12,22,2267.75,2
13756,4,37,3951.66,1
13757,24,30,2222.58,0
13758,59,19,1949.1,3
13759,2,30,2880.98,0
13760,34,28,2292.81,2
13761,11,32,2796.96,0
13762,10,28,2211.02,2
13763,106,25,2313.76,3
13764,32,37,3530.89,1
13765,17,21,1664.3700000000001,2
13766,19,26,2663.24,2
13767,20,29,3023.57,0
13768,0,23,2754.19,2
13769,16,35,4137.53,1
13770,10,35,3462.79,1
13771,40,30,2477.26,0
13772,31,37,2921.82,1
13773,72,36,4645.18,1
13774,27,28,2834.98,0
13775,6,26,2594.38,2
13776,28,21,2239.62,2
13777,5,24,1952.79,2
13778,39,30,2215.51,2
13779,3,30,3671.55,0
13780,39,20,2151.52,2
13781,5,26,2058.14,2
13782,4,17,1875.33,2
13783,51,30,2381.65,3
13784,15,29,2826.16,0
13785,6,35,3645.25,1
13786,4,20,2125.57,2
13787,7,30,3095.89,0
13788,0,31,2322.24,0
13789,19,31,3012.43,0
13790,94,30,2330.18,3
13791,14,29,3694.0899999999997,0
13792,10,37,3513.59,1
13793,34,27,2114.1,2
13794,48,23,2446.46,3
13795,12,26,2409.75,2
13796,30,27,2099.89,2
13797,1,31,3225.18,0
13798,4,24,2124.89,2
13799,39,34,3336.44,1
13800,52,25,2128.1,3
13801,16,32,2719.02,0
13802,4,35,4496.9,1
13803,7,20,1174.43,2
13804,27,41,4260.01,1
13805,3,30,2538.47,0
13806,25,29,2780.93,0
13807,15,32,2829.7799999999997,0
13808,55,20,2231.07,3
13809,17,23,2218.66,2
13810,1,26,2798.45,0
13811,6,35,3099.17,0
13812,3,14,1502.02,2
13813,7,26,2696.43,0
13814,38,26,2440.6099999999997,2
13815,3,28,2321.52,2
13816,28,29,3228.7,0
13817,6,32,3198.54,0
13818,6,23,2368.04,2
13819,12,40,3472.13,1
13820,18,36,2793.98,0
13821,26,33,2913.92,0
13822,18,31,2873.59,0
13823,1,35,2620.39,0
13824,52,15,1220.92,2
13825,10,28,2733.91,0
13826,5,28,2506.92,0
13827,3,31,2351.38,0
13828,16,26,2392.32,2
13829,54,33,3232.25,3
13830,18,35,3773.68,1
13831,10,35,3260.4,1
13832,37,30,2877.32,0
13833,7,28,2543.04,0
13834,60,28,2447.59,3
13835,0,37,4340.01,1
13836,9,33,2227.71,0
13837,4,36,4015.69,1
13838,41,18,1523.16,2
13839,111,23,3065.75,3
13840,51,25,1752.8999999999999,3
13841,15,27,2429.64,2
13842,5,31,3095.7,0
13843,29,27,2530.96,2
13844,32,41,3954.6,1
13845,12,28,2331.95,2
13846,3,31,3224.94,0
13847,24,29,1658.97,2
13848,3,23,2364.59,2
13849,35,35,2717.19,0
13850,1,33,3025.1,0
13851,28,32,3072.5,0
13852,11,26,1641.36,2
13853,22,29,3527.82,0
13854,9,30,3334.65,0
13855,31,38,4049.8,1
13856,42,30,2473.24,0
13857,21,26,2547.23,2
13858,10,30,2664.15,0
13859,11,32,2948.62,0
13860,12,32,3280.96,0
13861,28,41,4065.11,1
13862,4,22,2274.17,2
13863,34,27,2343.12,2
13864,122,27,2574.6,3
13865,14,32,3081.91,0
13866,20,34,3587.4,1
13867,8,32,4094.9700000000003,1
13868,36,32,3450.65,0
13869,6,38,3675.08,1
13870,10,33,2988.37,0
13871,14,30,2708.5299999999997,0
13872,10,28,2104.83,2
13873,5,36,2990.73,0
13874,25,27,3248.41,0
13875,28,28,2528.44,0
13876,27,33,3400.95,1
13877,28,32,2979.84,0
13878,20,33,2977.7799999999997,0
13879,93,25,2397.64,3
13880,28,19,2400.8,2
13881,3,30,2557.32,0
13882,87,30,2027.79,3
13883,10,33,3156.77,0
13884,3,22,2096.29,2
13885,41,22,2612.29,2
13886,2,36,4383.43,1
13887,43,29,2111.89,2
13888,14,27,2435.5,2
13889,6,28,2645.17,0
13890,9,26,1973.69,2
13891,3,31,3324.64,0
13892,77,28,2584.7599999999998,3
13893,8,26,2099.36,2
13894,54,27,2760.53,3
13895,1,26,2252.08,2
13896,8,34,2718.2799999999997,0
13897,47,32,2818.9700000000003,0
13898,11,29,2721.91,0
13899,8,37,3411.57,1
13900,35,26,2566.43,2
13901,51,39,3918.17,1
13902,7,33,2987.59,0
13903,4,24,1840.13,2
13904,12,34,4035.85,1
13905,30,27,3322.07,0
13906,96,28,2547.33,3
13907,10,35,3288.5,1
13908,11,32,2845.79,0
13909,32,26,2634.18,2
13910,5,33,2262.16,0
13911,41,28,2468.35,2
13912,4,33,2734.41,0
13913,23,32,3447.25,0
13914,25,28,2072.67,2
13915,26,27,1949.27,2
13916,14,25,2368.15,2
13917,3,29,3065.63,0
13918,150,19,1858.79,3
13919,12,29,3315.07,0
13920,9,27,2017.51,2
13921,25,26,2115.9,2
13922,10,36,3522.29,1
13923,10,36,2829.1800000000003,0
13924,29,35,4051.08,1
13925,11,32,3016.82,0
13926,100,29,2928.1,3
13927,32,24,2271.89,2
13928,27,38,4542.83,1
13929,14,26,2669.61,2
13930,0,33,3579.41,1
13931,6,30,2673.21,0
13932,79,25,2062.6,3
13933,2,33,3785.0,1
13934,14,37,3808.61,1
13935,37,30,2069.03,2
13936,40,42,4215.24,1
13937,5,25,2871.14,0
13938,47,24,2961.98,3
13939,4,34,2679.98,0
13940,42,18,1955.12,2
13941,16,24,2425.88,2
13942,27,31,2487.47,0
13943,32,27,2158.87,2
13944,17,38,3493.36,1
13945,48,27,2838.19,3
13946,8,31,3125.2799999999997,0
13947,75,30,3334.92,3
13948,26,43,3928.7400000000002,1
13949,4,34,2825.58,0
13950,39,35,3207.78,1
13951,17,32,3402.85,0
13952,6,28,2501.94,0
13953,17,37,3234.81,1
13954,80,28,3391.62,3
13955,9,34,3018.1,0
13956,40,33,3643.93,1
13957,18,23,1622.18,2
13958,58,32,3572.83,3
13959,2,33,3613.4700000000003,1
13960,9,28,2544.31,0
13961,1,27,3454.08,0
13962,2,29,3289.1800000000003,0
13963,18,41,3909.85,1
13964,10,34,3476.74,1
13965,11,30,3409.37,0
13966,28,28,2984.07,0
13967,2,35,3981.13,1
13968,90,34,2913.44,3
13969,7,27,2405.9700000000003,2
13970,1,39,4210.38,1
13971,20,39,4112.02,1
13972,2,30,2884.76,0
13973,21,23,2128.6,2
13974,12,31,3298.37,0
13975,84,36,2985.5299999999997,3
13976,4,33,2882.58,0
13977,13,37,3928.56,1
13978,12,28,1845.66,2
13979,27,37,3882.85,1
13980,110,27,1799.01,3
13981,4,41,4620.86,1
13982,18,41,3590.99,1
13983,23,20,2098.94,2
13984,51,24,2130.66,3
13985,1,32,4025.78,1
13986,22,31,2886.06,0
13987,7,28,2508.65,0
13988,25,31,3446.24,0
13989,2,24,2238.68,2
13990,1,22,2000.3,2
13991,7,24,2890.9900000000002,2
13992,2,26,2804.17,0
13993,19,27,2173.02,2
13994,14,28,2748.5299999999997,0
13995,98,25,2025.67,3
13996,10,24,2133.81,2
13997,11,27,2174.81,2
13998,36,31,2804.6,0
13999,3,34,2737.02,0
14000,17,39,3998.88,1
14001,49,26,3079.82,3
14002,20,32,2591.98,0
14003,55,17,1692.87,2
14004,33,25,2997.3599999999997,0
14005,3,31,2653.23,0
14006,16,31,3292.16,0
14007,83,28,2156.08,3
14008,15,33,2713.92,0
14009,22,30,2591.4900000000002,0
14010,2,30,2454.92,0
14011,36,32,2897.38,0
14012,7,21,2122.52,2
14013,11,31,2334.73,0
14014,10,26,1971.03,2
14015,40,26,2553.84,2
14016,19,25,2435.81,2
14017,32,21,1772.32,2
14018,43,28,3273.9,0
14019,31,27,2573.46,2
14020,14,31,2018.32,2
14021,29,29,2853.67,0
14022,48,24,1549.31,2
14023,25,31,3409.37,0
14024,101,31,3033.2,3
14025,94,24,2607.75,3
14026,17,28,2850.34,0
14027,21,26,2910.59,0
14028,178,26,2082.86,3
14029,30,26,2829.81,0
14030,7,32,2635.35,0
14031,2,34,3596.43,1
14032,7,21,1070.74,2
14033,46,24,1907.8700000000001,2
14034,7,19,1991.54,2
14035,9,34,3077.05,0
14036,81,23,2207.54,3
14037,21,25,2811.2,2
14038,35,33,3331.47,0
14039,2,32,3272.48,0
14040,3,33,3244.88,0
14041,17,25,1601.75,2
14042,6,29,2482.86,0
14043,11,34,3245.29,0
14044,40,26,2631.88,2
14045,1,37,3603.66,1
14046,13,49,4277.49,1
14047,5,29,3190.88,0
14048,3,30,2335.75,0
14049,24,25,2241.5,2
14050,14,29,3090.37,0
14051,6,43,5446.99,1
14052,8,35,3547.13,1
14053,30,28,2749.18,0
14054,21,25,1760.8799999999999,2
14055,25,32,2534.17,0
14056,36,26,2331.57,2
14057,64,28,1704.9,3
14058,1,34,2782.84,0
14059,12,22,1750.8300000000002,2
14060,40,37,2497.9300000000003,0
14061,3,30,2262.48,0
14062,70,20,1960.67,3
14063,62,28,2892.93,3
14064,11,30,2949.47,0
14065,10,25,2454.45,2
14066,40,34,2639.98,0
14067,16,33,2959.71,0
14068,3,39,3924.54,1
14069,0,33,2874.5099999999998,0
14070,22,21,2115.41,2
14071,12,28,2051.69,2
14072,30,20,2030.21,2
14073,24,17,1696.3,2
14074,1,33,2953.57,0
14075,5,36,3051.97,0
14076,18,21,2242.0,2
14077,37,32,3327.84,0
14078,4,34,2933.8,0
14079,25,27,2071.29,2
14080,5,29,2253.78,2
14081,3,33,4111.0599999999995,1
14082,27,31,2888.07,0
14083,67,35,3265.99,3
14084,50,31,2969.13,3
14085,108,33,3494.2799999999997,3
14086,6,43,3688.2799999999997,1
14087,61,21,2153.74,3
14088,20,28,2978.3,0
14089,27,36,3650.36,1
14090,19,28,2296.33,2
14091,20,29,2574.84,0
14092,26,28,2516.4,0
14093,52,21,2354.65,3
14094,58,24,2210.42,3
14095,19,30,2466.5,0
14096,91,29,2831.31,3
14097,3,34,2608.56,0
14098,55,33,3932.2,1
14099,23,18,1174.3600000000001,2
14100,29,31,2479.3,0
14101,6,23,1722.45,2
14102,108,27,2029.18,3
14103,19,26,2699.23,2
14104,1,24,2584.81,2
14105,20,26,2755.43,0
14106,203,22,2241.09,3
14107,3,23,2130.97,2
14108,1,44,4254.95,1
14109,66,35,2992.84,3
14110,4,38,2999.2,1
14111,9,17,2477.87,2
14112,37,32,2557.97,0
14113,40,30,3893.87,1
14114,3,37,3669.53,1
14115,8,25,1571.94,2
14116,24,35,3501.21,1
14117,42,23,3043.98,2
14118,77,28,3013.46,3
14119,0,35,2953.16,0
14120,14,27,2589.72,0
14121,10,41,4797.5,1
14122,96,21,2351.5299999999997,3
14123,16,36,3582.18,1
14124,32,26,2638.63,2
14125,55,32,2832.69,3
14126,19,27,2956.25,0
14127,44,40,4389.84,1
14128,1,30,3448.91,0
14129,0,38,3641.51,1
14130,3,29,3436.48,0
14131,22,33,3051.83,0
14132,28,31,3200.79,0
14133,11,26,2493.73,2
14134,50,30,2501.29,3
14135,6,28,2758.49,0
14136,42,23,1832.52,2
14137,3,30,2441.4700000000003,0
14138,13,32,3850.13,1
14139,14,30,2411.61,0
14140,119,26,2484.26,3
14141,37,27,3204.51,0
14142,27,28,3096.4,0
14143,2,38,3934.55,1
14144,19,33,2501.69,0
14145,17,38,3703.43,1
14146,34,28,3261.1400000000003,0
14147,17,31,2809.03,0
14148,2,38,4064.75,1
14149,13,24,2002.52,2
14150,50,24,2137.2599999999998,3
14151,18,28,3112.75,0
14152,3,29,3469.13,0
14153,37,34,4236.09,1
14154,8,38,4929.98,1
14155,32,29,2967.57,0
14156,29,28,2103.83,2
14157,3,33,3015.05,0
14158,61,28,1922.78,3
14159,16,24,2249.7799999999997,2
14160,14,29,2201.9,2
14161,45,31,3149.1,0
14162,6,26,2478.06,2
14163,56,34,3309.24,1
14164,57,21,2296.02,3
14165,21,30,2475.35,0
14166,19,37,3881.41,1
14167,19,30,3414.59,0
14168,46,29,2840.18,3
14169,21,29,3357.02,0
14170,6,39,3896.84,1
14171,37,21,2296.68,2
14172,5,32,2751.83,0
14173,5,43,3665.43,1
14174,18,28,2183.81,2
14175,6,28,2487.69,0
14176,35,31,2908.7,0
14177,0,27,2340.18,2
14178,43,36,2639.17,0
14179,20,28,2533.97,0
14180,104,32,3154.4900000000002,3
14181,15,33,3156.09,0
14182,0,31,3146.05,0
14183,2,31,3139.23,0
14184,10,26,3049.7,0
14185,15,19,1685.24,2
14186,4,29,3387.12,0
14187,114,25,2726.4700000000003,3
14188,17,32,3414.35,0
14189,26,34,3459.38,1
14190,8,40,4111.81,1
14191,8,34,3361.21,1
14192,21,27,2594.0699999999997,0
14193,2,30,3361.3,0
14194,32,33,2858.12,0
14195,24,37,4046.7200000000003,1
14196,20,32,3190.54,0
14197,14,33,2919.2200000000003,0
14198,47,22,2160.97,2
14199,4,45,4089.09,1
14200,9,23,2084.23,2
14201,7,31,3393.65,0
14202,15,29,2585.9900000000002,0
14203,21,27,2607.87,0
14204,25,25,1731.72,2
14205,7,28,2897.99,0
14206,15,34,2671.4,0
14207,3,27,3018.8,0
14208,13,27,2082.94,2
14209,15,33,3304.64,0
14210,36,42,5355.12,1
14211,17,28,2379.7,2
14212,13,18,1089.01,2
14213,20,25,2638.93,2
14214,2,28,2352.43,2
14215,35,27,3067.2999999999997,0
14216,17,36,4164.0,1
14217,12,31,2848.67,0
14218,17,29,3318.79,0
14219,31,35,3470.65,1
14220,7,31,2364.82,0
14221,5,27,2679.92,0
14222,12,35,4229.0,1
14223,0,27,2707.9,0
14224,17,35,3408.91,1
14225,9,29,2899.82,0
14226,11,38,3150.73,1
14227,28,34,3454.1,1
14228,33,40,3050.28,1
14229,8,26,3007.69,0
14230,7,38,4361.65,1
14231,42,27,3302.98,0
14232,28,34,2684.28,0
14233,59,24,2009.16,3
14234,16,31,3235.57,0
14235,3,32,2828.32,0
14236,87,23,2133.08,3
14237,0,26,2840.37,0
14238,10,36,3504.23,1
14239,27,30,2815.45,0
14240,12,28,2732.79,0
14241,32,25,2459.83,2
14242,4,27,2315.73,2
14243,26,36,2782.16,0
14244,34,37,3579.46,1
14245,1,35,3158.32,0
14246,0,30,2614.85,0
14247,6,29,3328.42,0
14248,0,28,2364.46,2
14249,0,34,2523.61,0
14250,23,34,3541.17,1
14251,39,25,2563.5499999999997,2
14252,7,28,2921.07,0
14253,19,28,2229.2599999999998,2
14254,77,19,1963.14,3
14255,39,35,4570.9,1
14256,13,34,3449.48,1
14257,23,32,2698.07,0
14258,114,28,2887.86,3
14259,34,32,3183.04,0
14260,21,31,2968.94,0
14261,45,34,3052.76,0
14262,14,27,2757.45,0
14263,14,39,3428.48,1
14264,20,31,2664.39,0
14265,11,30,2240.58,0
14266,3,42,4104.03,1
14267,2,36,3745.35,1
14268,81,28,2309.99,3
14269,42,34,2954.27,0
14270,29,34,2994.82,0
14271,3,22,1994.19,2
14272,11,36,3030.27,0
14273,6,30,2792.18,0
14274,24,31,2941.74,0
14275,18,29,2414.2000000000003,0
14276,10,29,2743.44,0
14277,14,29,2494.35,0
14278,8,27,2887.96,0
14279,13,26,3060.16,0
